# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-09-21 13:58:58-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:34-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 6330
# number of attributes: 14778
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	AKT3 OPA1
GO:0010906	regulation of glucose metabolic process	ACACB ACADM ACTN3 AKT1 AKT2 ARPP19 CLK2 DUSP12 ESRRB FBP1 FOXO1 GCKR GFPT1 GRB10 HIF1A HMGB1 KAT2A LCMT1 LEPR MAEA MIDN MLYCD MTOR NCOA2 NLN NR1D1 OGT PDK1 PDK3 PGAM1 PHLDA2 PPP1CA PPP1CB PPP1R3D PTPN2 RANBP2 RGN RORA SIK1 SIRT1 SLC35B4 SLC45A3 SORBS1 STK11 SUPT20 TIGAR TRP53 WDR5
GO:0010907	positive regulation of glucose metabolic process	ACTN3 AKT1 AKT2 ARPP19 ESRRB FOXO1 HIF1A HMGB1 KAT2A PTPN2 RGN SIRT1 SLC45A3 SORBS1 STK11 SUPT20 WDR5
GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process	CTNNB1
GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	CTNNB1
GO:0010911	regulation of isomerase activity	DHX9 HNRNPU NOD2
GO:0010912	positive regulation of isomerase activity	DHX9 HNRNPU NOD2
GO:0010917	negative regulation of mitochondrial membrane potential	BNIP3 BNIP3L PRELID1
GO:0010918	positive regulation of mitochondrial membrane potential	AKT1 AKT2 STOML2 TCL1 TMEM135 VCP
GO:0010919	regulation of inositol phosphate biosynthetic process	PRKG1
GO:0010920	negative regulation of inositol phosphate biosynthetic process	PRKG1
GO:0010921	regulation of phosphatase activity	ARFGEF3 BAG4 BOD1 CAMSAP3 CD2BP2 CEP192 CHP1 CMYA5 CNST CSRNP2 ELL FARP1 FKBP15 FKBP1A GPATCH2 HSP90AB1 HSP90B1 HTT IKBKB JAK2 MAGI2 MARF1 MASTL MPHOSPH10 MPRIP MTMR9 MYO1D NCKAP1L PKMYT1 PPARGC1B PPP1R12A PPP1R15A PPP1R26 PPP1R35 PPP1R37 PPP1R9B PPP2CA PPP6R1 PPP6R3 RBM26 RGN ROCK1 ROCK2 RPL5 RRP1B SEMA4D SH3RF2 SLC39A10 SMAD3 SPOCD1 SYTL2 TGFB2 TIPRL TMEM132D TSC1 URI1 VRK3 WNK1 ZCCHC9 ZFYVE1
GO:0010922	positive regulation of phosphatase activity	HSP90AB1 JAK2 MAGI2 MTMR9 PPARGC1B PPP1R12A PPP1R15A PPP2CA RGN RPL5 SLC39A10 SMAD3 VRK3
GO:0010923	negative regulation of phosphatase activity	ARFGEF3 BAG4 BOD1 CAMSAP3 CD2BP2 CEP192 CHP1 CMYA5 CNST CSRNP2 ELL FARP1 FKBP15 FKBP1A GPATCH2 IKBKB MARF1 MASTL MPHOSPH10 MPRIP MYO1D NCKAP1L PKMYT1 PPP1R15A PPP1R26 PPP1R35 PPP1R37 PPP1R9B RBM26 RGN ROCK1 ROCK2 RRP1B SEMA4D SH3RF2 SPOCD1 SYTL2 TGFB2 TIPRL TMEM132D URI1 WNK1 ZCCHC9 ZFYVE1
GO:0010927	cellular component assembly involved in morphogenesis	ATMIN BBS2 CCDC114 CD9 CENPJ CLUAP1 CNTNAP1 DICER1 DNAAF5 DYNLL1 ERCC2 FHOD3 GAS8 GNPAT IQCG KIF3A MKS1 MPP5 MTMR2 MYH10 NOTO OFD1 PAFAH1B1 PIKFYVE RFX2 SEC23IP SPAG16 SRF TBPL1 TMF1 TTLL5 TTN UBE2B
GO:0010934	macrophage cytokine production	GAS6 SIRT1
GO:0010935	regulation of macrophage cytokine production	CD36 TGFB2 TGFB3
GO:0010936	negative regulation of macrophage cytokine production	TGFB2 TGFB3
GO:0010939	regulation of necrotic cell death	AHR BIRC3 BNIP3 CASP8 FADD RIPK1 SLC25A4 YBX3
GO:0010940	positive regulation of necrotic cell death	BNIP3 RIPK1
GO:0010941	regulation of cell death	4930453N24RIK AARS ABCB1A ABL1 ABL2 ACIN1 ACTN4 ADA ADAM17 ADAR ADNP2 AHR AIFM1 AKR1B3 AKT1 AKT1S1 AKT2 ALDH1A2 ALDH2 ALKBH1 ALMS1 AMBRA1 ANKLE2 ANKRD13C ANO6 ANP32B ANXA5 APBB1 APBB2 APC APEX1 API5 APIP ARAF AREL1 ARHGAP10 ARHGEF1 ARHGEF7 ARL6IP1 ARMC10 ATAD3A ATF2 ATF4 ATF6 ATG5 ATG7 ATP7A ATPIF1 AURKA AVEN AXIN2 BAG4 BAG6 BARD1 BCAP31 BCL2L1 BCL2L10 BCL2L13 BCLAF1 BECN1 BFAR BIK BIRC3 BIRC5 BIRC6 BLM BMI1 BMPR1B BNIP3 BNIP3L BRAF BRCA1 BTBD10 BUB1 C1QBP CABIN1 CAMK1D CAPN10 CASP2 CASP8 CASP8AP2 CAST CBL CCAR1 CD36 CDC34 CDC42 CDC73 CDH1 CDK1 CDK11B CDK5 CEP63 CFDP1 CHD8 CHGA CHP1 CIAPIN1 CIB1 CITED2 CLN3 COPS5 CPEB4 CSNK2A1 CTH CTNNA1 CTNNB1 CTNNBL1 CTSB CTSH CTTN CXCR3 DAB2 DAD1 DAPK3 DAXX DCPS DDB1 DDIAS DDIT4 DDX19A DDX3X DDX42 DEDD DEGS1 DEPTOR DHODH DICER1 DIP2A DLG5 DNAJA1 DNAJA3 DNAJB6 DNAJC3 DNM1L DNMT3A DSTYK DUS2 DUSP1 E2F1 ECT2 EEF1A1 EEF1D EEF1E1 EEF2K EFNA1 EFNB2 EGFR EGLN1 EIF2S1 EIF4G1 EIF5A EP300 ERCC5 ERP29 ESR1 ESR2 EYA1 FADD FAF1 FAIM FAM72A FANK1 FBXO10 FBXO7 FEM1B FGF8 FGFR1 FIGNL1 FIS1 FKBP8 FLCN FLNA FMN2 FMR1 FNIP1 FNTA FOXC1 FOXO1 FOXO3 FYN G6PDX GAPDH GAS6 GATA3 GATA4 GCLC GCLM GCM2 GFER GLI2 GLI3 GLRX GNRH1 GOLPH3 GPI1 GPNMB GPX1 GRINA GSK3A GSTP1 HAX1 HDAC2 HDAC3 HDAC4 HDAC6 HELLS HIF1A HIGD1A HIGD2A HIP1R HIPK2 HMGB2 HMGCR HNRNPK HSF1 HSP90AB1 HSP90B1 HSPA4 HSPA5 HSPA8 HSPA9 HSPD1 HSPH1 HTRA2 HTT HYOU1 HYPK IGBP1 IGF1R IGF2R IKBKB IL2RB IL7 ING1 ING3 ING5 INPP5D INTS1 IP6K2 IRF1 ITCH ITGA6 ITGB1 ITGB3 ITPR1 ITSN1 JAK2 KANK2 KCNMA1 KDM1A KDM2A KDM2B KDM4A KHDC1B KIF14 KIT KLF11 KRAS LAMTOR5 LCMT1 LEF1 LGMN LIG4 LIMS1 LMNA LRP1 LRP5 LRP6 LYN LZTS2 MAD2L1 MADD MAEA MAEL MAP2K1 MAP2K4 MAP3K10 MAP3K11 MAP3K5 MAP3K9 MAP4K4 MAPK8 MCFD2 MDM2 MDM4 MED1 MELK MFF MIF MLLT11 MMP2 MNAT1 MRE11A MSH2 MTDH MTOR MUC4 MUL1 MUSK MYBBP1A MYBL2 MYO18A NAA15 NAA16 NAA35 NACA NACC2 NAE1 NCKAP1L NCL NCOA1 NCOA3 NDUFA13 NDUFAF4 NDUFS3 NEO1 NET1 NF1 NF2 NFE2L2 NFKB1 NLRC4 NLRP2 NOC2L NOD2 NONO NOS1 NOS1AP NPAS2 NPC1 NPM1 NQO1 NR2E1 NRP1 NUP62 NUP93 OGG1 OGT OOG2 OOG3 OPA1 OPTN P4HB PA2G4 PAK4 PAK7 PALB2 PARK7 PARL PARP1 PAX2 PCID2 PCMT1 PCNT PDCD10 PDCD4 PDCD5 PDCD6 PDCD7 PDE3A PDE8A PDIA3 PDPK1 PDPN PDX1 PHB PHB2 PHIP PIAS1 PIAS4 PICALM PIK3CA PIK3CB PIK3CD PIK3R1 PIM1 PKHD1 PLA2G6 PLAC8 PLCG2 PLK1 PNP POR POU4F1 PPARD PPARG PPID PPP1CA PPP1R13B PPP2CA PPP2R1A PPP2R1B PPP5C PPT1 PRDX2 PRDX5 PRELID1 PRKAA1 PRKAA2 PRKCI PRKD1 PRKDC PRMT2 PSAP PSEN1 PSEN2 PSMC1 PSMD10 PSME3 PTGES3 PTK2 PTPN2 PTPRF PTTG1IP PXT1 QARS QK RAD18 RAF1 RALBP1 RAMP3 RAPGEF2 RASA1 RASSF3 RASSF5 RB1 RB1CC1 RBPJ REL RELA REST RFFL RGN RHBDD1 RHOA RIPK1 RIPK2 RNF34 RNF4 RNPS1 ROBO1 ROCK1 RPL11 RPL26 RPS27L RPS29 RPS3 RPS6 RPS6KA1 RPS6KA3 RPS6KB1 RPS7 RRAGA RRAS2 RRM2B RRN3 RRP1B RSL1D1 RUVBL1 RYBP SAP30BP SAV1 SCIN SCP2 SDF2L1 SEMA5A SENP1 SERINC3 SET SETX SFPQ SGMS1 SH3GLB1 SH3RF1 SHC1 SIAH2 SIGMAR1 SIN3A SIRT1 SIRT4 SIVA1 SKP2 SLC11A2 SLC25A4 SLC25A5 SLC35F6 SLC39A10 SLC9A1 SLK SMAD3 SMAD4 SMARCA4 SMPD1 SNAI1 SOD1 SOD2 SON SORL1 SOX8 SP110 SPHK2 SPOP SRPK2 SSH1 ST6GAL1 STAMBP STAT3 STAT5A STK3 STRADB STXBP1 SUDS3 SUPV3L1 SYCP2 SYCP2L SYVN1 TAF9 TAF9B TARDBP TAX1BP1 TCL1 TCP1 TERF1 TERT TEX11 TEX261 TFPT TGFB2 TGFB3 TGFBR3 THOC1 THOC6 TIGAR TM7SF3 TMBIM1 TMBIM6 TMEM109 TMEM14A TMEM259 TMF1 TNFAIP8 TOMM22 TOP2A TOX3 TPT1 TRAF4 TRAF7 TRAP1 TRIAP1 TRIM13 TRIM24 TRIM32 TRIM39 TRP53 TRP53INP1 TRP63 TRP73 TRPM7 TRPS1 TSC1 TSC22D1 TXN1 TXNIP TXNRD1 UBB UBE2B UBE2V2 UBE2Z UBQLN1 UFL1 UFM1 ULK1 UMODL1 UNC13B UNC5C UNG URI1 USP47 USP7 VCP VDAC2 VPS35 VPS4B WDR73 WFS1 WRN WWOX XDH XRCC2 XRCC4 YAP1 YBX1 YBX3 YWHAZ ZC3H8 ZFAND6 ZFP36 ZFP385A ZFP830 ZMYND11
GO:0010942	positive regulation of cell death	4930453N24RIK ABL1 ACIN1 AIFM1 AKT1 ALDH1A2 ANO6 ANXA5 APBB1 APBB2 APC ARHGEF7 ATF2 ATF4 ATF6 ATG7 ATPIF1 AXIN2 BARD1 BCAP31 BCL2L1 BCL2L10 BCLAF1 BIK BMPR1B BNIP3 BNIP3L BUB1 C1QBP CAMK1D CAPN10 CASP2 CASP8 CASP8AP2 CCAR1 CD36 CDC34 CDC42 CDK5 CTNNA1 CTNNB1 CTNNBL1 CTSH CXCR3 DAPK3 DAXX DDIT4 DDX19A DDX3X DEGS1 DHODH DNAJA1 DNAJA3 DNM1L DNMT3A DUSP1 E2F1 ECT2 EEF1A1 EEF1E1 EFNB2 EGLN1 EIF2S1 EIF4G1 EIF5A EP300 ESR2 FADD FAF1 FAM72A FANK1 FIS1 FLCN FNIP1 FOXO1 FOXO3 FYN GAPDH GSK3A HDAC3 HDAC4 HDAC6 HIF1A HIP1R HMGCR HSF1 HSPD1 HTRA2 HTT IGF2R IKBKB ING3 ING5 INPP5D IP6K2 IRF1 ITGA6 ITGB1 JAK2 KCNMA1 KHDC1B KLF11 LRP1 LRP6 LYN LZTS2 MAP2K4 MAP3K10 MAP3K11 MAP3K5 MAP3K9 MAPK8 MELK MFF MLLT11 MMP2 MTOR MUL1 MUSK MYBBP1A MYBL2 NACC2 NCOA1 NDUFA13 NET1 NF1 NLRC4 NLRP2 NOS1 NQO1 OPTN PARK7 PARP1 PDCD4 PDCD5 PDCD6 PDCD7 PDIA3 PDX1 PHB PIAS4 PICALM PIK3CB PIK3CD PLA2G6 POU4F1 PPARG PPID PPP1CA PPP1R13B PPP2CA PPP2R1A PPP2R1B PRELID1 PRKCI PRKDC PRMT2 PSEN1 PSEN2 PTPN2 PTPRF PXT1 RALBP1 RAMP3 RAPGEF2 REST RHOA RIPK1 RIPK2 RNPS1 ROBO1 RPL11 RPL26 RPS27L RPS29 RPS3 RPS6 RPS7 RRAGA RRP1B RYBP SAP30BP SAV1 SCIN SCP2 SENP1 SERINC3 SFPQ SH3GLB1 SIRT1 SIVA1 SLC11A2 SLC9A1 SLK SMAD3 SMAD4 SMPD1 SOD1 SP110 SPOP SRPK2 SSH1 STK3 SUDS3 TERF1 TEX261 TFPT TGFB2 TGFB3 TIGAR TNFAIP8 TOMM22 TOP2A TRAF7 TRIM13 TRIM39 TRP53 TRP53INP1 TRP63 TRP73 TRPM7 TRPS1 TSC22D1 TXNIP TXNRD1 UBB UBE2Z UNC13B UNC5C USP7 VCP WWOX XDH ZC3H8
GO:0010944	negative regulation of transcription by competitive promoter binding	BHLHE41 MAD2L2 PHB
GO:0010948	negative regulation of cell cycle process	APC AURKA BABAM1 BLM BRCA1 BRCC3 BRD7 BUB1 CALR CASP2 CAST CCNF CCNK CDC73 CDK1 CDK2AP2 CDK5RAP2 CDK9 CDT1 CENPE CEP192 CHEK1 CLSPN CTDSPL D7ERTD443E DONSON DTL ESR1 EZH2 FBXO31 FBXO43 FBXO5 FBXO7 FGFR2 FZR1 GIGYF2 GPNMB HSP90AB1 IK KANK2 KHDC3 KIFC1 MAD2L1 MAD2L1BP MDM1 MDM2 MDM4 MIF MLXIPL MOS MRE11A MTBP NACC2 NAE1 NANOS2 NPM1 PINX1 PLK1 PRKDC PRMT2 PRPF19 RAD1 RAD21 RASSF1 RB1 RBM14 RBM38 RFWD3 RPA2 RPL23 RPL26 RPS27L SMC1A SMC3 STAG2 SYF2 TAOK1 TAOK2 TAOK3 TERF1 TEX14 THOC1 TICRR TMEM67 TOM1L1 TOM1L2 TPR TPRA1 TRIM37 TRP53 TTK UIMC1 USP47 VPS4A ZFP207 ZFP36L2 ZFP655 ZFP830 ZNHIT1
GO:0010950	positive regulation of endopeptidase activity	AIFM1 AKIRIN2 ASPH BCAP31 CASP8 CASP8AP2 CYFIP2 DDX3X DNAJA3 EFNA1 EPHA4 FADD FIS1 HIP1R HSF1 HSPD1 HTRA2 JAK2 KHDC1B LYN MAP3K5 MUL1 NDUFA13 NLRC4 NLRP2 PDCD5 PDCD6 PICALM PPARG PPP2CA PRELID1 REST RHOA RIPK2 ROBO1 RPS27L RPS3 SENP1 SIRT1 SLC11A2 SMAD3 STAT3 VCP XDH
GO:0010951	negative regulation of endopeptidase activity	AKT1 AKT2 ARL6IP1 BIRC5 CAST CSNK2A1 DDX3X DNAJA3 DNAJB6 EP300 FETUB FNIP1 GAPDH GAS6 GPI1 GPX1 HTT IGBP1 INTS1 LAMTOR5 LEF1 MDM2 PARK7 PAX2 PCID2 PICALM POR RFFL RNF34 RPS6KA1 RPS6KA3 SH3RF1 SIAH2 SORL1 SPOCK3 TRIAP1 USP47
GO:0010952	positive regulation of peptidase activity	AIFM1 AKIRIN2 ASPH BCAP31 CASP8 CASP8AP2 CTSH CYFIP2 DDX3X DNAJA3 EFNA1 EPHA4 FADD FIS1 HIP1R HSF1 HSPD1 HTRA2 JAK2 KHDC1B LYN MAP3K5 MUL1 NDUFA13 NLRC4 NLRP2 PDCD5 PDCD6 PICALM PPARG PPP2CA PRELID1 REST RHOA RIPK2 ROBO1 RPS27L RPS3 SENP1 SIRT1 SLC11A2 SMAD3 STAT3 TANK VCP XDH
GO:0010954	positive regulation of protein processing	ASTL CNTN2 MYH9 PHB RHBDD1 RUVBL1 TIMM17A
GO:0010955	negative regulation of protein processing	CAST CDH1 CPB2 CR1L FMR1 GLG1 MDM2 SERPINE2 SIRT4 SNX12 TMEM59
GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	NFKB1
GO:0010957	negative regulation of vitamin D biosynthetic process	NFKB1 SNAI1
GO:0010958	regulation of amino acid import	ARG2
GO:0010959	regulation of metal ion transport	ABL1 AKAP7 AKT1 AKT2 AKT3 ANK3 ANO6 ARF1 ASPH ATF4 ATG5 ATP1A1 ATP1B3 ATP2B4 ATP2C2 ATP7A B2M BDKRB1 CACNB2 CASK CHD7 CHP1 CNTN1 COMMD1 CTNNB1 CXCR3 DBI DLG1 DMD DNM2 DPP10 DPP6 EGF FKBP1A FLNA FMR1 GLRX GNAI2 GNAS GPD1L GPR35 HBP1 HTT IKBKB ITGB3 ITPR1 KCNH2 KCNQ1 KIF5B LYN MIF MYO5A NEDD4 NEDD4L NOS1 NOS1AP PDPK1 PER1 PIK3C2A PLA2G6 PLCB1 PLCG2 PPP2CA PRKD1 PRKG1 PTPN22 RGN RHOA SARAF SERPINE2 SIK1 SLC31A2 SLC9A1 SLC9A3 SLMAP SRI STIM2 STOM SUMO1 TESC TGFB2 TMBIM6 TRIM27 TRPC4 UBASH3B UBQLN1 USP2 WFS1 WNK1 WNK2 WWP2 YWHAE ZP3
GO:0010960	magnesium ion homeostasis	ANK3 CNNM2 EGFR MTSS1 TRPM7
GO:0010961	cellular magnesium ion homeostasis	TRPM7
GO:0010962	regulation of glucan biosynthetic process	AKT1 AKT2 ESRRB GFPT1 GRB10 MTOR PPP1CA PPP1CB PPP1R3D SORBS1
GO:0010963	regulation of L-arginine import	ARG2
GO:0010965	regulation of mitotic sister chromatid separation	APC BUB1 BUB1B CDC27 CENPE CEP192 CIT CUL3 IK KHDC3 MAD2L1 MAD2L1BP MTBP NSMCE2 PLK1 RAD21 RB1 TACC3 TERF1 TEX14 TPR TTK ZFP207
GO:0010966	regulation of phosphate transport	FGFR1
GO:0010967	regulation of polyamine biosynthetic process	PAOX
GO:0010968	regulation of microtubule nucleation	DCTN1
GO:0010970	microtubule-based transport	AP3B1 AP3D1 AP3M1 AP3M2 AP3S1 AP3S2 ARHGAP21 ARL3 BICD2 CAMSAP3 CDC42 CLN3 CLUAP1 COPG1 DCTN1 DST DYNC2H1 DYNLL1 FMR1 FYCO1 HIF1A HTT IFT122 IFT20 IFT43 IFT74 IFT80 IFT81 KIF17 KIF1B KIF23 KIF5B KIFC1 KLC1 KLC2 LCA5 MAP1B MAP2K1 NDE1 NDEL1 NME7 PAFAH1B1 PCM1 PEX14 RAB21 RHOT1 RHOT2 RPGR SNAPIN SOD1 SPAST SPG11 SSNA1 SSX2IP SUN1 SYBU SYNE2 TERF2 TMEM108 TRAF3IP1 TRAK1 UBB UCHL1 WDR19
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	BRD4 CDC7 CDK1 DTL MTA3 RAB11A RCC2 SIN3A VPS4B
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	BLM BRCA1 CDK1 CHEK1 CLSPN D7ERTD443E DONSON MRE11A NAE1 PINX1 RAD21 SYF2 TAOK1 TAOK2 TAOK3 TICRR USP47 ZFP830
GO:0010975	regulation of neuron projection development	ABL1 ABL2 ACTR2 ACTR3 ADAM17 ADGRB3 AKT1 ANAPC2 ANKRD27 AP2A1 APBB1 ARF1 ARF6 ARHGAP35 ARHGAP44 ARSB ASAP1 ATF1 ATP8A2 B2M BAIAP2 BMP5 BMPR2 BRAF CAMK1D CAMSAP2 CAPRIN1 CAPRIN2 CASK CBFA2T2 CCDC88A CDC20 CDH2 CDH4 CDK5 CDKL5 CERS2 CFL1 CHN1 CIB1 CIT CLASP2 CNTN1 CNTN2 COBL CPEB1 CPEB3 CPNE9 CRABP2 CRTC1 CSMD3 CTTN CUX1 CUX2 CYFIP1 DAB1 DAB2 DDX56 DGUOK DISC1 DLG5 DMD DNM1L DNM2 DNM3 DPYSL3 DYNC1I2 EEF1A1 EEF2K EFNA1 EFNB2 EIF2B2 EP300 EPHA3 EPHA4 EZH2 FBXO31 FBXO38 FBXO7 FBXW8 FGFR1 FLNA FMR1 FYN GATA3 GDI1 GOLGA2 GOLGA4 GRN GSK3A HDAC2 HNRNPK HSPA5 IFRD1 IGF1R IKBKB IL1RAP INPP5F INPPL1 IQGAP1 IST1 ITGB1 ITSN1 ITSN2 KALRN KATNA1 KDM1A KIDINS220 KIF13B LIMK1 LLPH LRIG2 LRP1 LRP6 LYN LZTS1 MAGI2 MAP1B MAP2 MAP2K1 MAP4K4 MAPK6 MARK2 MDM2 MEGF8 MFN1 MIF MOB2 MTOR MUL1 MYO5B NDEL1 NDRG4 NEDD4 NEDD4L NEO1 NF1 NFE2L2 NIN NLGN1 NR2E1 NRG1 NRP1 NUMB OLFM1 OPA1 PACSIN1 PAFAH1B1 PAK1 PDLIM5 PIAS2 PLAA PLXNA4 PLXNB1 PLXNB2 PPP2R5D PPP3CA PREX1 PRKCI PRKD1 PSEN1 PTBP1 PTK2 PTPRF PTPRG PTPRS QK RAB11A RAB21 RAC1 RAP1A RAPGEF1 RAPGEF2 RAPGEF4 RBPJ RELN RHOA RIMS1 ROBO1 RPL4 RRN3 RTN4 RTN4R RYK SDK1 SEMA4D SEMA5A SERPINE2 SERPINI1 SETX SHTN1 SIPA1L1 SIRT1 SMN1 SMURF1 SNAPIN SPG20 SRF SS18L1 STAU2 STK11 STK24 STK25 SYT1 TAOK2 THOC2 TIAM1 TNIK TRAK1 TSC1 TSC2 TUBB2B TWF2 UBE2V2 UBE3A ULK1 VIM WDR36 ZMYND8
GO:0010976	positive regulation of neuron projection development	ABL2 ACTR2 ACTR3 ANAPC2 ANKRD27 AP2A1 APBB1 ARF1 ARHGAP35 ARSB ATF1 ATP8A2 BAIAP2 BMP5 BMPR2 BRAF CAMK1D CAPRIN1 CAPRIN2 CASK CBFA2T2 CDH4 CDKL5 CFL1 CNTN1 COBL CPEB1 CPEB3 CPNE9 CRABP2 CRTC1 CUX1 CUX2 CYFIP1 DDX56 DISC1 DLG5 DMD DNM1L DPYSL3 EEF1A1 EEF2K EIF2B2 EP300 EPHA3 EPHA4 EZH2 FBXO31 FBXO38 FBXW8 FGFR1 FMR1 FYN GDI1 GOLGA2 GOLGA4 GRN HNRNPK HSPA5 IGF1R IKBKB IL1RAP IQGAP1 IST1 ITGB1 ITSN1 ITSN2 KALRN KDM1A KIDINS220 LIMK1 LLPH LRP6 LYN MAGI2 MAP1B MAP2K1 MAPK6 MARK2 MEGF8 MFN1 MIF MOB2 MTOR MUL1 MYO5B NDEL1 NDRG4 NEDD4L NF1 NFE2L2 NIN NLGN1 NRG1 NRP1 NUMB OPA1 PACSIN1 PAFAH1B1 PAK1 PIAS2 PLAA PLXNB1 PLXNB2 PPP2R5D PRKCI PRKD1 PSEN1 PTBP1 PTPRF QK RAB11A RAB21 RAC1 RAP1A RAPGEF1 RAPGEF2 RELN RIMS1 ROBO1 RPL4 RRN3 RTN4 SEMA4D SEMA5A SERPINE2 SERPINI1 SETX SHTN1 SIRT1 SMURF1 SRF SS18L1 STAU2 STK11 STK24 STK25 SYT1 TAOK2 TIAM1 TRAK1 TSC2 TUBB2B TWF2 UBE2V2 ZMYND8
GO:0010977	negative regulation of neuron projection development	ACTR3 ADAM17 ARF6 ASAP1 B2M CDK5 CERS2 CIB1 CIT DAB1 DAB2 DGUOK DNM3 DPYSL3 DYNC1I2 EFNA1 EFNB2 EPHA3 EPHA4 FLNA GDI1 GSK3A HDAC2 IFRD1 INPP5F INPPL1 KATNA1 LRIG2 LRP1 MAP4K4 MDM2 NEO1 NLGN1 NRP1 PAFAH1B1 PPP3CA PSEN1 PTK2 PTPRG PTPRS RAPGEF2 RBPJ RHOA RTN4 RTN4R RYK SEMA5A SNAPIN SPG20 THOC2 TSC1 TSC2 UBE3A ULK1 VIM
GO:0010984	regulation of lipoprotein particle clearance	CSK HNRNPK
GO:0010985	negative regulation of lipoprotein particle clearance	CSK
GO:0010988	regulation of low-density lipoprotein particle clearance	CSK HNRNPK
GO:0010989	negative regulation of low-density lipoprotein particle clearance	CSK
GO:0010990	regulation of SMAD protein complex assembly	PARP1 PPM1A
GO:0010991	negative regulation of SMAD protein complex assembly	PPM1A
GO:0010994	free ubiquitin chain polymerization	UBE2C UBE2K UBE2S
GO:0010996	response to auditory stimulus	ABHD12 ATP8A2 USP53
GO:0010997	anaphase-promoting complex binding	CDC20 CLSPN FZR1 PLK1
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	EIF2AK4
GO:0010999	regulation of eIF2 alpha phosphorylation by heme	EIF2AK1
